hotel_name,city,state,property_type,star_rating,review_rating,review_count,price,distance_to_landmark_km,nearest_landmark,has_wifi,has_parking,has_pool,has_ac,has_breakfast,has_fitness_center,has_spa,has_restaurant,has_bar,pet_friendly,kid_friendly,wheelchair_accessible,has_hot_tub,has_airport_shuttle,has_room_service,source_dataset
The Suryaa New Delhi,delhi,Delhi,Hotel,5.0,4.1,4314.0,5348.0,,,,,,,,,,,,,,,,,,makemytrip
The Hosteller Delhi | Private Rooms & Dorms,delhi,Delhi,Hotel,,4.3,795.0,2228.0,,,,,,,,,,,,,,,,,,makemytrip
The LaLiT New Delhi,delhi,Delhi,Hotel,5.0,4.1,7908.0,9040.0,,,,,,,,,,,,,,,,,,makemytrip
Radisson Blu Plaza Delhi Airport,delhi,Delhi,Hotel,5.0,4.3,7275.0,4500.0,5.2,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Roseate House New Delhi,delhi,Delhi,Hotel,5.0,4.4,9130.0,9649.0,3.5,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Lemon Tree Hotel East Delhi Mall Kaushambi,delhi,Delhi,Hotel,4.0,3.9,1550.0,2073.0,24.0,Delhi city centre,,,,,,,,,,,,,,,,makemytrip
YWCA OF DELHI BLUE TRIANGLE FAMILY HOSTEL,delhi,Delhi,Hotel,,3.9,505.0,2620.0,0.69,Metro Museum,,,,,,,,,,,,,,,,makemytrip
Hotel Trans International,delhi,Delhi,Hotel,4.0,4.2,6933.0,2274.0,4.3,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
The Leela Ambience Convention Hotel Delhi,delhi,Delhi,Hotel,5.0,4.4,3845.0,7499.0,,,,,,,,,,,,,,,,,,makemytrip
Jaypee Vasant Continental Hotel,delhi,Delhi,Hotel,5.0,4.0,1696.0,5999.0,7.6,T1 - Delhi Airport (IGI Airport),,,,,,,,,,,,,,,,makemytrip
YWCA INTERNATIONAL GUEST HOUSE,delhi,Delhi,Hotel,,3.8,412.0,2408.0,3.0,India Gate,,,,,,,,,,,,,,,,makemytrip
Holiday Inn New Delhi Mayur Vihar,delhi,Delhi,Hotel,5.0,4.1,2935.0,6249.0,,,,,,,,,,,,,,,,,,makemytrip
Lemon Tree Premier Delhi Airport,delhi,Delhi,Hotel,4.0,3.9,9726.0,4464.0,4.1,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Radisson Blu Marina Hotel Connaught Place,delhi,Delhi,Hotel,5.0,3.8,2642.0,8000.0,,,,,,,,,,,,,,,,,,makemytrip
The Metropolitan Hotel and Spa,delhi,Delhi,Hotel,5.0,4.1,4049.0,7500.0,,,,,,,,,,,,,,,,,,makemytrip
The Grand New Delhi,delhi,Delhi,Hotel,5.0,3.8,1885.0,12899.0,7.7,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Crowne Plaza Mayur Vihar,delhi,Delhi,Hotel,5.0,4.3,3398.0,8649.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Smart Plaza,delhi,Delhi,Hotel,3.0,4.3,4031.0,1525.0,4.4,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Hotel Aero Star,delhi,Delhi,Hotel,4.0,4.3,9760.0,2472.0,4.3,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Golden Bliss Near IGI Airport Mahipalpur,delhi,Delhi,Hotel,,3.0,108.0,2794.0,4.1,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Hotel International Inn,delhi,Delhi,Hotel,3.0,4.1,12005.0,2199.0,4.3,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
The Park New Delhi,delhi,Delhi,Hotel,5.0,3.5,6779.0,7905.0,0.73,Connaught Place,,,,,,,,,,,,,,,,makemytrip
ibis New Delhi Aerocity - An Accor Brand,delhi,Delhi,Hotel,4.0,3.7,5538.0,5100.0,4.4,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
goSTOPS Delhi - Rooms & Dorms,delhi,Delhi,Hotel,,4.2,1076.0,1481.0,1.8,Red Fort,,,,,,,,,,,,,,,,makemytrip
Hotel The Royal Plaza,delhi,Delhi,Hotel,4.0,3.4,10365.0,7379.0,2.3,India Gate,,,,,,,,,,,,,,,,makemytrip
"Taj Mahal, New Delhi",delhi,Delhi,Hotel,5.0,4.5,991.0,12000.0,1.2,India Gate,,,,,,,,,,,,,,,,makemytrip
Hotel Shanti Palace (Mahipalpur),delhi,Delhi,Hotel,4.0,3.7,2308.0,2604.0,4.1,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Aloft New Delhi Aerocity,delhi,Delhi,Hotel,5.0,4.2,2906.0,6950.0,4.1,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Radisson Blu Hotel New Delhi Dwarka,delhi,Delhi,Hotel,5.0,3.7,7268.0,5953.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Star,delhi,Delhi,Hotel,4.0,4.3,1202.0,2472.0,4.3,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Pullman New Delhi International Airport- An Accor Luxury Brand,delhi,Delhi,Hotel,5.0,4.3,2197.0,10500.0,4.2,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Hotel Aman Continental @ Paharganj,delhi,Delhi,Hotel,3.0,4.3,5760.0,2045.0,0.39,New Delhi Railway Station,,,,,,,,,,,,,,,,makemytrip
"Taj Palace, New Delhi",delhi,Delhi,Hotel,5.0,4.5,7913.0,11500.0,7.0,T1 - Delhi Airport (IGI Airport),,,,,,,,,,,,,,,,makemytrip
Red Fox Hotel Delhi Airport,delhi,Delhi,Hotel,3.0,3.9,7509.0,2903.0,4.2,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
"Vivanta New Delhi, Dwarka",delhi,Delhi,Hotel,5.0,4.3,7707.0,7100.0,,,,,,,,,,,,,,,,,,makemytrip
The Gold Regency @ Paharganj,delhi,Delhi,Hotel,3.0,4.3,2949.0,2044.0,0.31,New Delhi Railway Station,,,,,,,,,,,,,,,,makemytrip
"Red Brick | Home by Earthaa Escapes
Like a 3",delhi,Delhi,Hotel,,4.2,132.0,2548.0,,,,,,,,,,,,,,,,,,makemytrip
JW Marriott Hotel New Delhi Aerocity,delhi,Delhi,Hotel,5.0,4.5,1308.0,12800.0,4.1,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Crowne Plaza Rohini,delhi,Delhi,Hotel,5.0,4.3,2702.0,6498.0,,,,,,,,,,,,,,,,,,makemytrip
"Park Plaza, Shahdara",delhi,Delhi,Hotel,5.0,3.7,3422.0,3825.0,,,,,,,,,,,,,,,,,,makemytrip
Andaz Delhi - A concept by Hyatt,delhi,Delhi,Hotel,5.0,4.3,1272.0,11000.0,3.9,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Homestay AC Dormitory at Kashmiri Gate,delhi,Delhi,Hotel,,3.9,256.0,735.0,,,,,,,,,,,,,,,,,,makemytrip
Zone Connect Saket Delhi,delhi,Delhi,Hotel,5.0,3.9,390.0,5900.0,,,,,,,,,,,,,,,,,,makemytrip
Crowne Plaza Okhla,delhi,Delhi,Hotel,5.0,4.3,2802.0,6300.0,,,,,,,,,,,,,,,,,,makemytrip
Taurus Sarovar Portico,delhi,Delhi,Hotel,4.0,3.1,845.0,2976.0,4.0,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
The Leela Palace New Delhi,delhi,Delhi,Hotel,5.0,4.5,449.0,17000.0,8.5,T1 - Delhi Airport (IGI Airport),,,,,,,,,,,,,,,,makemytrip
Shangri-La Eros New Delhi,delhi,Delhi,Hotel,5.0,4.4,1832.0,12500.0,2.3,India Gate,,,,,,,,,,,,,,,,makemytrip
Sheraton New Delhi,delhi,Delhi,Hotel,5.0,4.5,1706.0,9500.0,,,,,,,,,,,,,,,,,,makemytrip
"Hyatt Centric Janakpuri, New Delhi",delhi,Delhi,Hotel,5.0,3.6,850.0,5599.0,,,,,,,,,,,,,,,,,,makemytrip
ITC Maurya - A Luxury Collection Hotel,delhi,Delhi,Hotel,5.0,4.3,2009.0,11000.0,7.4,T1 - Delhi Airport (IGI Airport),,,,,,,,,,,,,,,,makemytrip
Le Meridien Delhi,delhi,Delhi,Hotel,5.0,4.2,1622.0,12150.0,2.1,India Gate,,,,,,,,,,,,,,,,makemytrip
"Eros Hotel New Delhi ,Nehru Place",delhi,Delhi,Hotel,5.0,4.0,2733.0,4999.0,,,,,,,,,,,,,,,,,,makemytrip
Jaypee Siddharth Hotel,delhi,Delhi,Hotel,5.0,3.7,2052.0,6299.0,0.59,BLK Hospital,,,,,,,,,,,,,,,,makemytrip
Hotel Vertu,delhi,Delhi,Hotel,4.0,4.0,3227.0,2525.0,4.2,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
"Le ROI, Delhi@ New Delhi Railway Station",delhi,Delhi,Hotel,3.0,4.0,4625.0,2474.0,,,,,,,,,,,,,,,,,,makemytrip
Ashiana Hotel @ New Delhi Railway Station,delhi,Delhi,Hotel,,3.7,176.0,883.0,0.88,New Delhi Railway Station,,,,,,,,,,,,,,,,makemytrip
The Roseate,delhi,Delhi,Hotel,5.0,4.3,2371.0,12024.0,8.0,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
"The Connaught, New Delhi - IHCL SeleQtions",delhi,Delhi,Hotel,4.0,4.5,2016.0,7499.0,0.98,Connaught Place,,,,,,,,,,,,,,,,makemytrip
Hyatt Regency New Delhi,delhi,Delhi,Hotel,5.0,4.2,1655.0,8100.0,8.3,T1 - Delhi Airport (IGI Airport),,,,,,,,,,,,,,,,makemytrip
Hotel Samrat,delhi,Delhi,Hotel,4.0,3.2,2214.0,4278.0,9.8,T1 - Delhi Airport (IGI Airport),,,,,,,,,,,,,,,,makemytrip
"New Delhi YMCA Tourist Hostel | Rooms & Wi-Fi
Like a 3",delhi,Delhi,Hotel,,3.5,1401.0,3148.0,0.9,Connaught Place,,,,,,,,,,,,,,,,makemytrip
Golden Keys Inn,delhi,Delhi,Hotel,3.0,3.7,752.0,2009.0,,,,,,,,,,,,,,,,,,makemytrip
Ginger East Delhi,delhi,Delhi,Hotel,3.0,3.5,3276.0,1839.0,,,,,,,,,,,,,,,,,,makemytrip
The Hans,delhi,Delhi,Hotel,4.0,3.6,1397.0,4860.0,0.6,Agrasen Ki Baoli,,,,,,,,,,,,,,,,makemytrip
"Shubham Vilas
Like a 3",delhi,Delhi,Hotel,,4.2,323.0,1876.0,,,,,,,,,,,,,,,,,,makemytrip
Ramada By Wyndham New Delhi Pitampura,delhi,Delhi,Hotel,4.0,3.5,1620.0,4437.0,,,,,,,,,,,,,,,,,,makemytrip
Svelte Hotel & Personal Suites,delhi,Delhi,Hotel,5.0,3.6,967.0,8333.0,,,,,,,,,,,,,,,,,,makemytrip
The Grand Uddhav,delhi,Delhi,Hotel,3.0,4.2,1838.0,3081.0,0.74,New Delhi Railway Station,,,,,,,,,,,,,,,,makemytrip
Hotel Chanakya Inn,delhi,Delhi,Hotel,3.0,3.4,2603.0,1836.0,4.1,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Hotel Viva Palace @ Delhi Airport,delhi,Delhi,Hotel,4.0,3.9,528.0,2271.0,4.2,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Hotel Hari Piorko,delhi,Delhi,Hotel,3.0,3.8,5220.0,1104.0,0.63,New Delhi Railway Station,,,,,,,,,,,,,,,,makemytrip
Hotel Southern,delhi,Delhi,Hotel,3.0,3.4,2350.0,1951.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Delhi 37,delhi,Delhi,Hotel,3.0,4.3,8326.0,2472.0,4.3,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Red Fox Hotel East Delhi,delhi,Delhi,Hotel,3.0,3.6,1069.0,1908.0,,,,,,,,,,,,,,,,,,makemytrip
HOME@B11,delhi,Delhi,Hotel,,2.3,3.0,2758.0,,,,,,,,,,,,,,,,,,makemytrip
The Umrao,delhi,Delhi,Hotel,5.0,3.9,2863.0,5000.0,6.5,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
IIDL Suites,delhi,Delhi,Hotel,4.0,4.1,1926.0,4900.0,,,,,,,,,,,,,,,,,,makemytrip
Four Points by Sheraton Delhi,delhi,Delhi,Hotel,4.0,4.0,1662.0,4559.0,6.4,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
"Deventure Sarovar Portico, Kapashera, New Delhi",delhi,Delhi,Hotel,4.0,3.9,2681.0,5022.0,8.1,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
"The Dream House BnB | Rooms & Caretaker
Like a 3",delhi,Delhi,Hotel,,4.1,41.0,2542.0,9.4,T1 - Delhi Airport (IGI Airport),,,,,,,,,,,,,,,,makemytrip
"Park Inn by Radisson, IP Extension- New Delhi",delhi,Delhi,Hotel,4.0,3.8,2618.0,4150.0,,,,,,,,,,,,,,,,,,makemytrip
The Claridges New Delhi,delhi,Delhi,Hotel,5.0,4.1,1055.0,10350.0,2.2,India Gate,,,,,,,,,,,,,,,,makemytrip
De Pavilion Hotel,delhi,Delhi,Hotel,4.0,3.6,2047.0,3164.0,4.6,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Venizia Sarovar Portico,delhi,Delhi,Hotel,4.0,3.6,563.0,3766.0,,,,,,,,,,,,,,,,,,makemytrip
Centaur Hotel,delhi,Delhi,Hotel,3.0,2.5,676.0,3202.0,2.0,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
The Orion Plaza - Nehru Place,delhi,Delhi,Hotel,3.0,3.8,1180.0,2706.0,,,,,,,,,,,,,,,,,,makemytrip
Dee Marks Hotel & Resort Delhi Airport,delhi,Delhi,Hotel,4.0,3.4,1572.0,2534.0,8.8,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
HOTEL LE SEASONS,delhi,Delhi,Hotel,4.0,3.6,581.0,2653.0,3.8,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Caspia Hotel New Delhi Shalimar Bagh,delhi,Delhi,Hotel,3.0,3.4,1725.0,2799.0,,,,,,,,,,,,,,,,,,makemytrip
"Park Inn by Radisson, Lajpat Nagar",delhi,Delhi,Hotel,4.0,4.1,1856.0,6999.0,,,,,,,,,,,,,,,,,,makemytrip
Jukaso Inn Down Town,delhi,Delhi,Hotel,3.0,3.6,1207.0,3134.0,0.7,Connaught Place,,,,,,,,,,,,,,,,makemytrip
Hotel LA New Delhi,delhi,Delhi,Hotel,4.0,3.6,1764.0,3438.0,,,,,,,,,,,,,,,,,,makemytrip
Kelvish Hotel Near Delhi Airport,delhi,Delhi,Hotel,3.0,3.9,1337.0,1869.0,5.4,Indira Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Radisson Hyderabad Hitec City,hyderabad,Telangana,Hotel,5.0,3.7,7994.0,4500.0,,,,,,,,,,,,,,,,,,makemytrip
The Park Hyderabad,hyderabad,Telangana,Hotel,5.0,3.7,11318.0,5699.0,,,,,,,,,,,,,,,,,,makemytrip
ITC Kohenur - A Luxury Collection Hotel,hyderabad,Telangana,Hotel,5.0,4.3,2465.0,16150.0,,,,,,,,,,,,,,,,,,makemytrip
Fairfield by Marriott Hyderabad Gachibowli,hyderabad,Telangana,Hotel,4.0,3.9,5006.0,4004.0,,,,,,,,,,,,,,,,,,makemytrip
Radisson Blu Plaza Hotel,hyderabad,Telangana,Hotel,5.0,4.1,4632.0,7250.0,,,,,,,,,,,,,,,,,,makemytrip
Lemon Tree Hotel Gachibowli,hyderabad,Telangana,Hotel,4.0,4.0,5372.0,4183.0,,,,,,,,,,,,,,,,,,makemytrip
Red Fox Hotel Hyderabad,hyderabad,Telangana,Hotel,3.0,3.9,4338.0,2654.0,,,,,,,,,,,,,,,,,,makemytrip
"Lemon Tree Hotel, Banjara Hills, Hyderabad",hyderabad,Telangana,Hotel,4.0,4.1,2775.0,2571.0,,,,,,,,,,,,,,,,,,makemytrip
"Taj Krishna, Hyderabad",hyderabad,Telangana,Hotel,5.0,4.5,1580.0,8000.0,,,,,,,,,,,,,,,,,,makemytrip
Novotel Hyderabad Airport,hyderabad,Telangana,Hotel,5.0,3.9,1278.0,12999.0,3.6,Rajiv Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Rester Select Kukatpally,hyderabad,Telangana,Hotel,3.0,4.0,263.0,2463.0,,,,,,,,,,,,,,,,,,makemytrip
The Golkonda Hotel,hyderabad,Telangana,Hotel,4.0,4.1,3981.0,5499.0,,,,,,,,,,,,,,,,,,makemytrip
Trident Hyderabad,hyderabad,Telangana,Hotel,5.0,4.7,1517.0,14250.0,,,,,,,,,,,,,,,,,,makemytrip
Ellaa Hotel Gachibowli,hyderabad,Telangana,Hotel,4.0,3.8,4341.0,3321.0,,,,,,,,,,,,,,,,,,makemytrip
Lemon Tree Premier HITEC City Hyderabad,hyderabad,Telangana,Hotel,5.0,4.0,5148.0,3151.0,,,,,,,,,,,,,,,,,,makemytrip
"Siri Inn Hospitality | Rooms in an Apartment
Like a 3",hyderabad,Telangana,Hotel,,3.6,681.0,1287.0,,,,,,,,,,,,,,,,,,makemytrip
ibis Hyderabad HITEC City - An Accor Brand,hyderabad,Telangana,Hotel,3.0,3.8,1016.0,4499.0,,,,,,,,,,,,,,,,,,makemytrip
Hyatt Place Hyderabad Banjara Hills,hyderabad,Telangana,Hotel,5.0,4.1,1695.0,7249.0,,,,,,,,,,,,,,,,,,makemytrip
"Vivanta Hyderabad, Begumpet",hyderabad,Telangana,Hotel,5.0,4.4,2743.0,6500.0,,,,,,,,,,,,,,,,,,makemytrip
Zen Comfort,hyderabad,Telangana,Hotel,,4.0,300.0,1438.0,,,,,,,,,,,,,,,,,,makemytrip
Hyderabad Marriott Hotel and Convention Centre,hyderabad,Telangana,Hotel,5.0,4.3,1240.0,6500.0,,,,,,,,,,,,,,,,,,makemytrip
HOTEL SIGNATURE AIRPORT ZONE SHAMSHABAD,hyderabad,Telangana,Hotel,3.0,4.1,2343.0,2217.0,8.5,Rajiv Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Daspalla Hotel,hyderabad,Telangana,Hotel,4.0,4.1,1948.0,5413.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel OAK by Signature,hyderabad,Telangana,Hotel,3.0,4.2,1722.0,1317.0,8.5,Rajiv Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Aditya Park Hyderabad - A Sarovar Hotel,hyderabad,Telangana,Hotel,4.0,4.0,2503.0,6111.0,,,,,,,,,,,,,,,,,,makemytrip
"Park Hyatt Hotel and Residences, Hyderabad",hyderabad,Telangana,Hotel,5.0,4.2,874.0,10000.0,,,,,,,,,,,,,,,,,,makemytrip
Marigold By Green Park,hyderabad,Telangana,Hotel,5.0,4.3,2477.0,5714.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Hyderabad Grand,hyderabad,Telangana,Hotel,3.0,3.8,1599.0,3028.0,7.6,Rajiv Gandhi International Airport,,,,,,,,,,,,,,,,makemytrip
Green Park,hyderabad,Telangana,Hotel,4.0,4.2,1864.0,5122.0,,,,,,,,,,,,,,,,,,makemytrip
The Central Court,hyderabad,Telangana,Hotel,3.0,3.6,3819.0,2041.0,,,,,,,,,,,,,,,,,,makemytrip
Holiday Inn Express Hyderabad HITEC City,hyderabad,Telangana,Hotel,3.0,3.5,1894.0,4499.0,,,,,,,,,,,,,,,,,,makemytrip
Slackpackr Hostel,hyderabad,Telangana,Hotel,,4.1,87.0,849.0,,,,,,,,,,,,,,,,,,makemytrip
Holiday Inn Express Hyderabad Banjara Hills,hyderabad,Telangana,Hotel,3.0,3.5,2359.0,4140.0,,,,,,,,,,,,,,,,,,makemytrip
CITADEL Hotel By Vinnca,hyderabad,Telangana,Hotel,3.0,4.1,949.0,2932.0,,,,,,,,,,,,,,,,,,makemytrip
Aditya Hometel Hyderabad - A Sarovar Hotel,hyderabad,Telangana,Hotel,3.0,3.5,2234.0,1860.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Deccan Serai Grande,hyderabad,Telangana,Hotel,4.0,4.4,517.0,7014.0,,,,,,,,,,,,,,,,,,makemytrip
Katriya Hotel and Towers,hyderabad,Telangana,Hotel,3.0,2.8,3250.0,3761.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Saptagiri Hyderabad,hyderabad,Telangana,Hotel,3.0,3.8,2861.0,2724.0,0.76,Secunderabad Junction Railway Station ,,,,,,,,,,,,,,,,makemytrip
Hampshire Plaza Hotel,hyderabad,Telangana,Hotel,3.0,3.8,1680.0,3379.0,,,,,,,,,,,,,,,,,,makemytrip
"Taj Deccan, Hyderabad",hyderabad,Telangana,Hotel,5.0,4.4,2694.0,6990.0,,,,,,,,,,,,,,,,,,makemytrip
Avasa Hotel,hyderabad,Telangana,Hotel,5.0,4.2,2073.0,6696.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Akoya - HITECH City Hyderabad,hyderabad,Telangana,Hotel,3.0,4.1,520.0,2471.0,,,,,,,,,,,,,,,,,,makemytrip
MARIGOLD AT NEST,hyderabad,Telangana,Hotel,2.0,3.8,93.0,1346.0,,,,,,,,,,,,,,,,,,makemytrip
HOTEL RAINTR33,hyderabad,Telangana,Hotel,3.0,3.8,1012.0,2011.0,,,,,,,,,,,,,,,,,,makemytrip
Urban Nest Luxury Rooms,hyderabad,Telangana,Hotel,,3.9,206.0,1046.0,,,,,,,,,,,,,,,,,,makemytrip
Novotel Hyderabad Convention Centre,hyderabad,Telangana,Hotel,5.0,4.2,2033.0,10500.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel B Plus L,hyderabad,Telangana,Hotel,4.0,4.0,866.0,3360.0,,,,,,,,,,,,,,,,,,makemytrip
La Hometel Hotel - HITECH City Hyderabad,hyderabad,Telangana,Hotel,3.0,3.9,236.0,1435.0,,,,,,,,,,,,,,,,,,makemytrip
Le Meridien Hyderabad,hyderabad,Telangana,Hotel,5.0,4.3,1059.0,10500.0,,,,,,,,,,,,,,,,,,makemytrip
"Restel Studio Flats
Like a 3",hyderabad,Telangana,Hotel,,4.2,262.0,1801.0,,,,,,,,,,,,,,,,,,makemytrip
The Conclave,hyderabad,Telangana,Hotel,3.0,3.2,958.0,1613.0,,,,,,,,,,,,,,,,,,makemytrip
The Landmark Banjara Hills,hyderabad,Telangana,Hotel,3.0,4.0,613.0,1696.0,,,,,,,,,,,,,,,,,,makemytrip
THE CENT,hyderabad,Telangana,Hotel,3.0,3.3,1544.0,1662.0,,,,,,,,,,,,,,,,,,makemytrip
Courtyard by Marriott Hyderabad,hyderabad,Telangana,Hotel,4.0,4.5,981.0,6000.0,,,,,,,,,,,,,,,,,,makemytrip
"The Wilderness Retreat | Rooms & Restaurant
Like a 4",hyderabad,Telangana,Hotel,,3.9,220.0,7346.0,,,,,,,,,,,,,,,,,,makemytrip
The Altruist Business Hotel (Hitech),hyderabad,Telangana,Hotel,4.0,3.7,1888.0,4278.0,,,,,,,,,,,,,,,,,,makemytrip
Istay Hotels Hitec,hyderabad,Telangana,Hotel,3.0,3.7,1236.0,2913.0,,,,,,,,,,,,,,,,,,makemytrip
Hyatt Hyderabad Gachibowli,hyderabad,Telangana,Hotel,5.0,4.1,864.0,8750.0,,,,,,,,,,,,,,,,,,makemytrip
The Art Boutique Hotel,hyderabad,Telangana,Hotel,3.0,3.8,1515.0,2197.0,,,,,,,,,,,,,,,,,,makemytrip
Hotel Imperial Classic,hyderabad,Telangana,Hotel,3.0,3.9,2183.0,1068.0,,,,,,,,,,,,,,,,,,makemytrip
Mercure Hyderabad KCP - An AccorHotels brand,hyderabad,Telangana,Hotel,4.0,4.2,773.0,5000.0,,,,,,,,,,,,,,,,,,makemytrip
Veeraj Suites,hyderabad,Telangana,Hotel,3.0,4.0,435.0,2170.0,,,,,,,,,,,,,,,,,,makemytrip
Bloom Hotel - Gachibowli,hyderabad,Telangana,Hotel,3.0,4.1,181.0,4500.0,,,,,,,,,,,,,,,,,,makemytrip
Oakwood Residence Kapil Hyderabad,hyderabad,Telangana,Hotel,,4.5,957.0,7500.0,,,,,,,,,,,,,,,,,,makemytrip
Aalankrita Resort & Convention,hyderabad,Telangana,Hotel,4.0,4.1,3109.0,4484.0,26.5,city centre,,,,,,,,,,,,,,,,makemytrip
Minerva Grand- Kondapur,hyderabad,Telangana,Hotel,3.0,3.9,1019.0,4371.0,,,,,,,,,,,,,,,,,,makemytrip
M SQUARE HOTEL,hyderabad,Telangana,Hotel,3.0,3.9,263.0,4395.0,,,,,,,,,,,,,,,,,,makemytrip
Sri Sri Suites,hyderabad,Telangana,Hotel,,3.4,152.0,1208.0,,,,,,,,,,,,,,,,,,makemytrip
The Manohar,hyderabad,Telangana,Hotel,3.0,2.7,258.0,3158.0,,,,,,,,,,,,,,,,,,makemytrip
The Lime Boutique Suites,hyderabad,Telangana,Hotel,3.0,4.1,1434.0,2976.0,,,,,,,,,,,,,,,,,,makemytrip
Taj Tristar,hyderabad,Telangana,Hotel,3.0,3.9,992.0,2271.0,7.7,city centre,,,,,,,,,,,,,,,,makemytrip
Minerva Grand - Banjara,hyderabad,Telangana,Hotel,3.0,4.0,1453.0,4464.0,,,,,,,,,,,,,,,,,,makemytrip
Sheraton Hyderabad,hyderabad,Telangana,Hotel,5.0,4.3,769.0,125000.0,,,,,,,,,,,,,,,,,,makemytrip
ITC Kakatiya - A Luxury Collection Hotel,hyderabad,Telangana,Hotel,5.0,4.2,1071.0,9690.0,,,,,,,,,,,,,,,,,,makemytrip
Bikanervala Boutique Hotel,hyderabad,Telangana,Hotel,3.0,4.1,1037.0,3488.0,,,,,,,,,,,,,,,,,,makemytrip
The Park Kolkata,kolkata,West Bengal,Hotel,5.0,3.9,7647.0,4207.0,0.21,Park Street,,,,,,,,,,,,,,,,makemytrip
"Zone By The Park, Kolkata",kolkata,West Bengal,Hotel,5.0,3.8,8656.0,3915.0,,,,,,,,,,,,,,,,,,makemytrip
JW Marriott Hotel Kolkata,kolkata,West Bengal,Hotel,5.0,4.4,1527.0,7800.0,,,,,,,,,,,,,,,,,,makemytrip
ibis Kolkata Rajarhat - An Accor Brand,kolkata,West Bengal,Hotel,4.0,3.9,2355.0,2220.0,,,,,,,,,,,,,,,,,,makemytrip
The Lalit Great Eastern Kolkata,kolkata,West Bengal,Hotel,5.0,4.2,2486.0,6365.0,0.97,Eden Gardens,,,,,,,,,,,,,,,,makemytrip
ITC Royal Bengal - A Luxury Collection Hotel,kolkata,West Bengal,Hotel,5.0,4.5,3849.0,8925.0,,,,,,,,,,,,,,,,,,makemytrip
"Lemon Tree Premier, New Town, Kolkata",kolkata,West Bengal,Hotel,5.0,4.2,3026.0,2156.0,,,,,,,,,,,,,,,,,,makemytrip
Novotel Kolkata Hotel and Residences,kolkata,West Bengal,Hotel,5.0,4.1,2827.0,5060.0,,,,,,,,,,,,,,,,,,makemytrip
All Fresco Hotel,kolkata,West Bengal,Hotel,3.0,3.7,688.0,1637.0,5.6,Netaji Subhash Chandra Bose International Airport,,,,,,,,,,,,,,,,makemytrip
Regenta Orko's Kolkata,kolkata,West Bengal,Hotel,4.0,3.9,2055.0,3321.0,0.68,Acropolis Mall,,,,,,,,,,,,,,,,makemytrip
"Holiday Inn Express, Kolkata Airport",kolkata,West Bengal,Hotel,3.0,4.1,1655.0,4099.0,1.7,Netaji Subhash Chandra Bose International Airport,,,,,,,,,,,,,,,,makemytrip
Himalayan Inn Guest House - Near TCS Gitobitan,kolkata,West Bengal,Hotel,,3.3,534.0,724.0,,,,,,,,,,,,,,,,,,makemytrip
